fuel_id,vehicle_id,date,liters,cost_per_liter,total_cost
157,91,2025-06-18,67.13,11406.52,420224.19
158,178,2025-09-21,195.05,9319.85,1177564.2
159,160,2024-05-03,140.94,9559.19,511082.63
160,60,2025-11-10,136.14,10470.3,805574.08
161,58,2025-08-05,137.04,9915.12,1507356
162,190,2024-09-27,146.35,8267.09,260722.99
163,89,2024-01-14,35.94,9386.03,1587724.63
164,70,2025-10-18,64.34,10692.9,1238557.72
165,48,2025-03-10,86.84,10422.15,723748.94
166,106,2025-11-04,169.92,11628.44,824831.97
167,143,2025-09-25,32.99,11296.8,708988.46
168,139,2025-10-15,122.6,11615.94,468428.25
169,146,2024-11-06,100.42,8254.21,1186782.91
170,93,2023-12-10,112.62,10464.85,510246.17
171,24,2024-05-07,42.04,11784.75,901921.78
172,193,2024-01-15,188.11,10475.09,1713987.78
173,2,2024-11-21,141.24,10304.08,1031303.27
174,25,2023-12-21,141.07,8838.03,747825.34
175,128,2024-01-16,53.31,8622.34,1725725.87
176,52,2025-04-10,48.75,11848.57,391442.32
177,68,2025-03-25,159.67,11189.85,634891.89
178,170,2025-08-15,41.47,10248.49,741035.9
179,68,2025-09-19,168.13,11991.02,979777.74
180,126,2023-12-06,181.14,11714.16,205793.45
181,152,2024-02-29,178.97,10735.42,1229916.59
182,189,2024-12-05,84.92,11623.34,266318.13
183,170,2025-01-11,140.97,8983.58,1812922.23
184,135,2024-09-18,112.65,10068.3,1161929.17
185,55,2025-10-30,84.19,10031.4,1103868.2
186,32,2024-01-06,159.62,11238.74,995561.52
187,56,2025-07-22,192.11,10525.42,1689518.47
188,195,2024-02-15,165.59,10264.25,739601.29
189,82,2025-11-06,57.7,11344.78,751737.76
190,84,2024-10-03,194.74,8855.3,409724.53
191,148,2025-08-06,131.45,10666.78,427853.05
192,197,2024-03-26,155.76,9567.51,327521.92
193,100,2025-03-06,118.54,9386.84,1142203.41
194,64,2025-10-01,110.41,9972.84,1257370.95
195,5,2024-03-08,101.1,9049.4,1482431.45
196,76,2025-06-25,52.67,8934.86,372484.53
197,106,2025-05-11,172.91,8163.53,1644695.09
198,37,2024-09-21,62.71,8975.5,1121156.12
199,167,2024-09-20,131.53,8829.32,715555.76
200,60,2024-10-13,179.17,11928,1314025.94
201,110,2024-01-26,30.95,11760.14,764548.93
202,105,2024-05-07,74.56,9210.2,366018.93
203,96,2024-09-12,178.91,10642.83,628297.45
204,169,2025-05-20,199.95,10995.41,1325179.1
205,129,2025-02-05,176.41,10673.3,1385148.03
206,116,2025-06-11,131.46,9195.56,498592.72
207,67,2024-01-01,85.65,11929.08,1870823.34
208,26,2024-03-24,139.37,11380.14,1165263.29
209,55,2024-01-22,115.29,11876.13,577821.69
210,164,2023-11-15,126.37,9771.45,900930.51
211,99,2024-10-20,89.02,11799.8,384726.26
212,39,2024-10-01,63.72,9386.16,1750346.07
213,189,2025-07-06,121.73,11758.34,467126.75
214,155,2025-07-02,129.19,8954.59,907761.69
215,54,2025-08-07,77.37,9312.33,1803252.18
216,163,2024-04-16,47.32,9480.87,489265.56
217,178,2024-01-02,42.67,9260.08,670045.38
218,99,2024-04-08,148.09,11906.03,1602834.27
219,198,2023-12-09,71.94,8244.56,628693.02
220,109,2024-12-09,159.27,8123.55,458856.87
221,187,2025-03-14,39.96,9676.67,687713.13
222,186,2023-12-05,132.81,8574.05,1923361.27
223,112,2025-06-13,34.63,9344.98,846707
224,90,2024-01-28,188.6,11731.52,607883.77
225,72,2024-03-10,56.75,11806.78,1486296.1
226,191,2024-02-05,137.93,11832.38,533895.39
227,163,2024-04-24,60.59,8898.96,1083700.25
228,159,2024-02-03,59.94,9891.51,617607.83
229,35,2025-02-27,191.41,10704.22,1367933.04
230,55,2024-09-14,116.97,9354.59,1081544.26
231,107,2024-03-02,136.11,10581.04,862195.34
232,90,2025-02-17,75.11,8500.4,1079694.76
233,37,2024-09-13,148.12,8924.28,1861334.33
234,138,2025-01-14,108,9136.39,858514
235,70,2024-04-05,25.41,9692.35,716636.43
236,189,2025-10-03,45.02,10211.43,294477.29
237,162,2025-01-29,39.11,8246.11,1524566.31
238,59,2024-01-23,139.3,9370.63,1668003.63
239,142,2024-10-13,40.08,9784.91,715954.74
240,109,2025-05-15,156.2,11157.56,1067675.07
241,107,2025-09-14,109.52,11732.25,1934029.57
242,94,2024-01-10,69.36,11985.96,1430856.14
243,30,2025-10-09,197.19,11657.77,1760468.65
244,166,2024-08-31,105.65,10150.14,537593.98
245,100,2025-07-06,133.13,9406.01,1227796.37
246,114,2024-05-21,101.03,9798.27,1868699.55
247,185,2024-08-29,139.08,9991.27,721310.36
248,74,2024-11-05,80.75,9215.32,1914077.86
249,149,2024-03-31,187.55,11657.46,1830892.08
250,71,2023-12-13,162.22,9545.69,988195.57
251,46,2025-06-08,140.93,8418.29,1998848.65
252,161,2024-11-11,105.27,8353.91,843714.45
253,13,2024-05-03,190.62,9465.54,250587.04
254,198,2024-04-02,28.22,9434.27,986969.63
255,142,2024-08-03,131.31,10041.5,1056898.15
256,185,2025-06-27,193.9,9825.84,1798122.66
257,153,2025-10-14,175.63,9104.85,1653035
258,161,2025-01-04,67.37,8775.17,713920.54
259,23,2025-08-24,62.69,9574.19,446697.13
260,174,2023-12-11,173.01,10233.79,490392.83
261,78,2024-05-20,166.3,11417.63,1366861.32
262,67,2024-02-24,152.67,9498.81,387976.71
263,186,2024-07-15,176.25,8652.04,702241.82
264,59,2024-09-05,81.75,8279.11,1164702.43
265,175,2024-05-01,147.07,10061.92,618111.58
266,11,2025-05-24,167.41,8348.32,1101055.8
267,91,2024-05-06,177.4,11619.5,1273654.24
268,5,2024-07-11,160.05,8149.7,1819951.07
269,124,2025-09-11,147.19,11709.97,1231792.06
270,70,2025-03-31,157.76,8663.05,1438722.79
271,83,2025-06-14,84.39,11258.86,719385.21
272,31,2025-06-23,100.54,10241.12,852106.57
273,68,2025-04-18,174.9,9835.53,1386109.5
274,78,2024-10-30,90.49,9288.82,1193365.3
275,27,2025-03-06,68.52,9628.9,1477972.1
276,93,2024-07-02,26.92,10472.31,1184269.13
277,25,2024-02-01,167.09,8193.51,1775687.74
278,149,2024-04-11,169.86,8203.18,855433.98
279,147,2025-08-19,87.02,8434.43,1432679.34
280,192,2024-04-25,90.18,8514.58,1298172.69
281,101,2025-03-31,78.99,8587.19,1609031.29
282,100,2025-08-27,37.17,9657.08,1150482.18
283,60,2025-01-19,36.82,8148.16,1728038.94
284,38,2024-06-23,112.6,11809.35,1737994.21
285,71,2025-07-29,31.35,11580.63,200860.09
286,7,2025-03-06,168.34,8231.78,385656.79
287,103,2024-12-24,151.03,10487.61,510189.82
288,89,2024-08-26,66.47,9623.03,1350657.68
289,198,2025-03-18,176.55,9288.55,847542.72
290,161,2024-12-28,83.58,8193.16,416215.72
291,29,2023-12-16,81.88,10239.24,354256.44
292,130,2024-03-30,49.77,9924.71,1548603.66
293,24,2024-07-24,195.79,8733.91,1212277.46
294,54,2024-07-31,39.89,10141.33,294863.72
295,113,2025-06-28,103.41,10910.54,336613.18
296,72,2023-12-30,151.83,8302.01,1515677.54
297,142,2024-02-09,25.02,10730.49,1611879.36
298,73,2025-08-20,183.22,10731.58,1337553.65
299,75,2025-06-10,156.02,9602.31,1404463.39
300,5,2025-11-02,128.26,8202.37,1557947.81
301,200,2024-04-22,76.19,11404.74,298784.98
302,185,2023-11-11,194.44,9259.31,1043843.17
303,175,2024-06-03,70.73,8547.12,1644252.27
304,167,2024-01-31,111.46,8641.92,509910.7
305,11,2024-09-13,43.24,10757.68,222530.91
306,13,2025-04-06,146.04,9015.86,821355.34
307,2,2025-11-04,72.06,9476.26,1968576.84
308,184,2024-02-28,38.99,10613.89,1523681.11
309,168,2025-10-07,36.1,10350.57,1662177.45
310,31,2024-04-26,196.86,8523.85,829150.03
311,109,2024-12-26,190.02,8406.64,1493518.73
312,66,2024-02-24,107.08,9083.43,1731341.41
313,136,2024-05-21,107.97,11616.82,1500470.18
314,154,2024-10-16,120.06,9561.37,1827802.57
315,44,2025-02-25,59,8038.07,1338562.21
316,3,2025-08-10,139.78,8925.29,1330601.16
317,119,2024-07-02,170.98,11296.2,1527379.23
318,100,2024-11-20,91.65,11070.96,421463.85
319,16,2025-07-22,130.79,8923.27,398009.02
320,164,2024-07-27,121.21,10704.32,531405.69
321,36,2024-10-17,102.16,10154.78,343107.26
322,98,2024-06-15,108.93,10656.45,992532.22
323,49,2024-08-16,89.01,10118.29,1653065.4
324,157,2024-11-30,99.47,11421.38,1632264.7
325,15,2024-10-09,156.23,11323.16,1223354.45
326,57,2024-01-28,194.17,8870.04,491566.03
327,36,2024-10-08,188.06,9365.6,1859892.5
328,187,2024-10-21,95.94,9984.15,998164.79
329,134,2024-11-06,156.91,11619.02,1965250.99
330,38,2025-02-05,88.21,11548.03,1377649.33
331,121,2025-10-14,55.72,9299.57,1710131.39
332,23,2024-06-14,99.86,8805.31,661185.37
333,65,2024-07-05,176.3,11615.95,389618.17
334,106,2023-12-14,86.9,8700.57,378577.45
335,193,2025-04-28,69.45,10339.46,895057.29
336,151,2024-07-29,185.09,8324.76,687294.08
337,9,2025-02-12,77.17,11059.27,218312.54
338,16,2024-05-09,80.89,10152.94,1990193.06
339,177,2024-09-22,134.19,9441.88,1218209.37
340,80,2025-06-17,47.56,8613.49,468972.69
341,22,2025-08-19,130.45,9871.02,1785223.7
342,123,2025-05-29,91.59,8602.3,1346913.68
343,142,2024-12-21,90.19,10483.87,567695.72
344,141,2024-11-18,69.21,9303.76,239618.41
345,173,2025-04-19,38.83,11273.53,879802.69
346,48,2025-10-20,62.83,8411.13,313908.83
347,196,2025-08-16,69.29,11341.86,1809909.22
348,107,2025-01-23,189.9,8800.33,851251.77
349,157,2024-03-17,121.75,11679.66,864931.21
350,84,2025-02-15,31.45,10334.91,896671.15
351,118,2024-03-18,182.9,11639.32,243142.71
352,170,2025-07-27,111.69,8359.96,475325.68
353,29,2024-05-14,159.25,9475.51,1214764.67
354,127,2023-11-21,127.56,11318.63,1636757.63
355,137,2025-04-02,60.61,9963.74,1845608.67
356,170,2024-12-08,164.11,11817.75,610079.44
357,84,2024-08-11,189.24,9163.57,1231589.3
358,145,2025-05-05,77.93,10531,990257.15
359,24,2024-10-12,189.48,9432.45,1734995.84
360,173,2025-09-26,188.26,9576.91,1486394.45
361,160,2025-10-09,180.86,8302.77,1030958.96
362,194,2024-05-16,179.85,8735.12,1167047.28
363,32,2024-06-01,165.55,8242.2,1882485.53
364,33,2024-12-22,148.39,9563.4,1266884.17
365,165,2024-07-17,121.3,11471.18,1010498.28
366,24,2025-08-28,126.73,9456.98,1775503.58
367,61,2024-10-12,161.74,11706.47,332823.34
368,39,2024-07-15,45.21,11301.68,1716774.12
369,28,2025-05-27,81.37,9369.25,488260.8
370,123,2024-02-15,34.02,9334.63,860879.48
371,146,2024-04-21,85.94,11388.01,1120908.94
372,87,2025-09-21,47.21,8695.93,636994.74
373,132,2024-06-19,75.02,8553.19,1283483.3
374,119,2025-09-14,49.84,11137.16,1425441.68
375,145,2024-12-09,105.87,8987.85,386986.41
376,158,2024-02-01,46.08,11114.37,470791.65
377,183,2025-03-11,199.63,10197.63,1802038.9
378,95,2024-03-03,91.47,10376.12,567806.18
379,20,2025-03-02,155.16,9109.4,942795.51
380,104,2024-01-18,101.47,11880.26,1523121.91
381,44,2024-07-30,104.03,8571.44,1262507.77
382,187,2024-03-13,100.23,8283.55,1601064.95
383,137,2025-09-24,27.67,10302.53,618966.99
384,155,2024-08-16,159.48,11855.84,1189368.45
385,170,2024-07-24,86.44,9599.11,782580.49
386,19,2024-12-19,114.75,10042.14,865973.76
387,28,2024-11-05,55.02,8518.19,1972243.08
388,28,2025-03-30,55.75,10655.04,1511034.31
389,18,2024-10-18,87.28,9209.64,221691.82
390,78,2024-05-20,40,10612.04,884018.34
391,24,2025-07-09,69.82,8190.08,1540174.12
392,107,2024-09-12,99.34,10026.9,1934480.14
393,76,2024-12-02,196.32,9477.73,1379561.53
394,81,2025-10-03,187.47,9215.79,496546.4
395,26,2024-10-29,199.54,8429.23,1348328.59
396,185,2024-06-01,111.52,11042.86,395029.3
397,34,2025-01-11,90.16,11442.72,1511746.75
398,165,2025-05-25,116.22,8269.34,375980.23
399,149,2025-04-08,61.34,10198.07,616781.45
400,1,2024-11-16,196.95,10269.04,1067769.96
401,84,2025-11-07,53,11007.87,1910597.69
402,138,2025-09-28,161.68,8300.62,389463.72
403,11,2024-03-11,24.89,10534.43,1571908.83
404,16,2024-10-20,121.83,9400.33,634960.3
405,82,2025-04-01,179.81,9808.54,1822259.46
406,123,2025-04-12,175.85,8017.76,811632.09
407,200,2025-04-17,172.55,9687.92,1614757.81
408,65,2025-04-06,195.94,11962.59,1770150.26
409,198,2024-03-26,71.65,10736.22,1562472.96
410,94,2024-07-11,163.43,11076.35,1449824.3
411,105,2024-04-02,43.28,10208.94,456047.41
412,185,2024-05-03,160.19,9998.27,589754.8
413,123,2024-11-30,89.12,9158.15,404114.45
414,96,2025-04-22,44.37,10810.6,1802613.64
415,33,2024-03-28,96.27,9971.05,207047.58
416,43,2024-05-11,164.54,11957.9,514204.42
417,28,2023-12-18,106.63,11430.48,514679.51
418,83,2024-04-11,114.95,11483.45,1443744.97
419,124,2025-08-12,79.58,11121.84,1406449.45
420,10,2025-08-09,113.82,11014.73,1672200.2
421,119,2024-09-27,156.39,10640.53,1735755.52
422,124,2024-03-19,74.19,11244.34,510683.98
423,94,2024-04-04,100.39,10546.67,1187219.05
424,9,2024-11-23,96.97,8651.88,276900.78
425,32,2025-10-12,113.6,10770,1019583.49
426,95,2024-03-23,186.03,8388.47,1496910.92
427,185,2024-08-29,109.25,9987.27,1994731.43
428,139,2024-03-17,184.1,10210.96,1405182.73
429,170,2024-12-13,20.2,8614.65,886306.96
430,107,2025-02-11,196.99,9348.73,242363.37
431,57,2025-01-16,192.6,10143.66,299352.19
432,157,2025-07-17,89.02,10620.04,1683725.34
433,36,2025-02-20,95.64,11399.21,1323992.1
434,51,2025-07-12,181.58,8691.47,858172.32
435,2,2025-10-02,93.7,11650.14,1544956.07
436,194,2024-04-02,149.73,9350.59,475378.46
437,20,2024-09-11,92.03,8257.83,757176.28
438,139,2025-01-15,132.25,9605.09,1521353.97
439,4,2025-02-14,182.99,10313.81,491796.4
440,192,2025-08-27,80.02,10179.28,644591.24
441,63,2023-12-01,121.91,8116.38,255523.86
442,60,2025-11-08,78.08,8550.54,1954685.55
443,163,2025-04-13,51.02,10115.02,1352882.63
444,194,2025-02-05,45.08,10611.36,1233768.63
445,5,2024-09-15,85.52,11123.01,1636116.64
446,125,2024-06-18,52.16,10065.49,1426436.81
447,165,2024-07-18,93.38,11254.07,1045442.93
448,194,2025-11-06,196.75,11954.77,910569.27
449,4,2024-06-22,162.48,9969.4,1530790.9
450,56,2025-07-19,192.4,8367.83,1515412.38
451,74,2024-04-08,28.52,10119.76,214973.22
452,35,2024-03-27,29.59,11669.39,855226.19
453,65,2025-02-08,35.22,10674.61,814392.15
454,149,2024-08-16,156.72,8639.59,351356.29
455,34,2024-10-20,53.34,8228.33,1510941.68
456,143,2024-02-08,23.04,8330.21,1226344.17
457,159,2024-01-15,122.86,11179.52,983307.05
458,86,2024-03-27,104.37,11191.71,1442548.58
459,104,2025-07-14,96.11,8487.69,858908.34
460,105,2025-08-09,35.37,11933.41,1987163.64
461,4,2025-01-01,37.63,8342.55,1996288.47
462,64,2024-12-21,150.82,9604.57,230746.09
463,191,2025-08-31,188.49,8077.53,572954.9
464,47,2024-05-26,59.13,9897.94,899686.75
465,57,2025-04-16,91.06,10261.47,915628.37
466,150,2025-10-12,49.92,8385.89,366473.8
467,48,2025-08-30,79.67,10882.62,1159967.23
468,200,2025-01-26,176.85,11782.66,1760539.3
469,37,2024-01-09,194.78,8173.39,896221.26
470,69,2025-10-16,124.34,9714.79,572050.08
471,122,2024-04-27,50.99,8461.9,1412370.18
472,188,2025-05-25,58.91,11402.38,486878
473,29,2024-11-15,166.89,8590.8,1733208.12
474,97,2025-09-15,126.22,9934.55,1722376.21
475,22,2025-09-08,105.02,9930.75,556215.87
476,105,2024-06-14,109.01,9842.09,465394.14
477,130,2025-08-09,182.26,10126.93,1076122.83
478,190,2025-11-06,44.36,8339.16,1225652.97
479,98,2024-08-25,137.83,11506.71,1622957.88
480,47,2024-07-29,98.47,8446.13,874902.01
481,103,2024-08-19,33.18,11315.12,684702.46
482,102,2024-03-11,41.98,10977.34,1594738.15
483,140,2023-12-06,144.32,8556.66,789631.09
484,20,2025-06-10,20.38,8407.23,611115.81
485,95,2024-03-06,93.99,9007.32,1704737.24
486,86,2025-06-29,192.79,8756.83,644942.76
487,113,2023-11-16,137.82,10152.17,922044.87
488,161,2025-02-12,144.32,9611.84,1822307.24
489,85,2024-02-15,58.78,10383.02,893884.37
490,144,2024-01-01,117.55,8571.63,1006219.13
491,147,2025-04-30,154.58,10822.98,579654.22
492,77,2025-09-16,81.79,8815.85,1445185.93
493,45,2024-06-05,81.33,9530.83,1769167.21
494,179,2025-10-30,178.91,10314.52,400803.92
495,172,2025-06-17,79,9334.85,796590.37
496,67,2025-11-01,167.54,10069.68,497586.16
497,170,2025-06-09,163.4,10205.22,669034.74
498,123,2025-08-08,196.24,10585.93,947460.61
499,147,2025-06-25,143.13,9489.05,1297468.89
500,198,2025-07-18,189.99,10634.14,1772352.31
501,114,2025-03-16,22.34,8832.1,1755175.3
502,99,2024-01-03,127.64,10173.67,1715492.57
503,198,2025-09-27,141.89,8055.56,830865.15
504,22,2024-05-25,177.44,8451.94,1570903.17
505,133,2024-11-05,47.53,11190.92,1264785.53
506,57,2024-07-01,166.84,8918.22,1982515.73
507,182,2025-08-03,151.8,11945.64,1504527.13
508,32,2025-08-29,197.8,11540.06,841894.83
509,80,2025-05-13,79.77,10926.21,1113557.47
510,71,2025-10-08,59.23,10621.9,261056.18
511,193,2025-01-03,81.66,11229.32,1997679.41
512,196,2024-10-09,89.76,8891.48,772760.73
513,157,2024-10-13,105.87,10971.23,504133.52
514,21,2024-08-08,21.95,9215.4,531297.46
515,135,2025-09-08,125.29,8325.9,1939547.18
516,185,2024-08-30,151.05,8075.76,1812042.77
517,2,2024-07-24,54.43,9581.91,826125.84
518,9,2025-09-09,145.17,9602.82,1422269.01
519,199,2025-10-24,101.82,8872.99,573192.46
520,40,2024-04-01,164.41,11395.82,1106499.12
521,200,2025-06-09,164.84,10811.57,1824505.68
522,34,2025-10-11,68.6,10839.46,1207999.75
523,77,2024-01-21,119.91,11866.23,1812665.07
524,137,2024-06-03,21.52,11200.96,1814235.92
525,93,2023-11-18,112.28,9373.34,202379.64
526,61,2025-10-09,103.35,10815.34,1358954.81
527,159,2024-05-10,63.11,11356.56,1828781.72
528,71,2025-04-20,28.61,11216.57,1502503.23
529,117,2024-02-28,188.9,8577.15,1157878.28
530,95,2025-10-18,199.14,10127.94,1325694.76
531,143,2025-05-03,67.58,11656.05,390309.81
532,191,2025-09-22,45.72,11453.21,349145.63
533,59,2025-10-07,110.91,11969.72,1001312.48
534,78,2024-02-18,50.18,9613.46,910004.26
535,75,2025-07-17,51.01,11713.2,1244752.29
536,1,2025-05-26,20.09,11483.01,929950.91
537,66,2025-09-24,147.68,8722.34,1347079.35
538,101,2024-05-04,193.02,8992.37,738778
539,145,2024-10-05,189.1,8038.55,278873.8
540,49,2024-01-23,135.02,10766.71,1557692.2
541,90,2024-07-16,144.92,11342.22,777475.64
542,35,2024-07-30,190.61,11003.41,1305422.24
543,6,2024-12-05,196.56,11257.47,1068807.63
544,172,2023-12-03,168.86,10893.68,380105.77
545,45,2024-05-09,23.24,11226.45,1555844.9
546,57,2024-12-03,177.04,10433.1,1694091.89
547,52,2024-02-09,185.23,8033.29,700200.68
